is_industry_code_4561,is_industry_code_7761,is_industry_code_7499,is_industry_code_7214,is_industry_code_711,is_industry_code_4113,is_industry_code_919,is_industry_code_7599,is_industry_code_7292,is_industry_code_7215,n_txn_total,max_transaction_frequency_7d,max_transaction_frequency_90d,transaction_frequency_7d,transaction_size_variance_7d,sum_amt_total,days_since_last_transaction,incoming_volume_90d,median_hold_time_funds,max_channel_share,channel_debit_volume,channel_credit_volume,n_txn_emt,sum_amt_emt,median_amt_emt,median_amt_eft,cv_amt_eft,n_txn_cheque,std_amt_cheque,n_txn_card,std_amt_card,sum_amt_card,median_amt_abm,business_age,sales,employee_count,label
0,0,0,0,0,0,0,0,0,0,41,2,3,3,28717.6501,28190.57,1,6666.05,79.51277778,0.397939453,19681.65,6666.05,11,6708.47,434.67,1523.06,1.282176995,3,1186.719634,20,335.983223,4461.21,0.0,6887,59409.0,1.0,
0,0,0,0,0,0,0,0,0,0,118,5,8,12,4117064.439,337446.82,0,237056.56,24.03472222,0.80054875,99148.17,237056.56,44,56195.02,601.49,582.83,3.459225603,3,5930.455284,0,0.0,0.0,0.0,4888,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,309,8,11,27,39748277.19,623139.71,0,350196.24,4.505277778,0.875842963,267311.62,350196.24,15,4745.86,124.98,849.08,2.413858842,2,485.9803486,209,1331.482308,71471.82,0.0,2859,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,17,1,1,2,68416.70405,12537.28,4,8529.6,143.6122222,0.807033104,4007.68,8529.6,2,365.8,182.9,439.59,0.911997157,0,0.0,2,20.85257898,29.49,400.0,4709,1.0,0.0,
0,0,0,0,0,0,0,0,0,0,249,11,12,31,150195165.5,1318999.34,0,832411.75,17.00083333,0.983124912,460047.86,832411.75,0,0.0,0.0,629.04,3.558586969,5,4231.263346,0,0.0,0.0,0.0,5391,78315.0,1.0,
0,0,0,0,0,0,0,0,0,0,7,1,2,1,0.0,12197.02,5,11115.79,165.445,0.911953084,1039.91,11115.79,0,0.0,0.0,698.255,1.226965545,1,0.0,0,0.0,0.0,0.0,2264,530640.0,,
0,0,0,0,0,0,0,0,0,0,198,5,10,15,25990222.98,604514.43,0,213847.07,24.0,0.796105463,380652.6,213847.07,0,0.0,0.0,782.975,3.150421465,164,6835.710968,0,0.0,0.0,0.0,8046,60125.0,1.0,
0,0,0,0,0,0,0,0,0,0,38,1,4,1,0.0,90230.33,0,56900.75,122.7036111,0.508593064,33329.58,56900.75,0,0.0,0.0,1609.07,0.982117399,21,2535.484974,0,0.0,0.0,355.5,13281,295579.0,,
0,0,0,0,0,0,0,0,0,0,6,1,1,1,0.0,1677.33,6,617.92,802.7766667,0.596185605,1059.41,617.92,0,0.0,0.0,0.0,0.0,3,178.8023404,2,33.26937405,59.41,1000.0,8470,,1.0,
0,0,0,0,0,0,0,0,0,0,81,4,4,6,17075404.72,324264.82,1,253325.15,26.59138889,0.518954477,70080.85,253325.15,0,0.0,0.0,967.39,2.006829258,2,1043.046142,25,373.7146311,6625.35,0.0,15834,895672.0,3.0,
0,0,0,0,0,0,0,0,0,0,214,2,7,12,73081936.98,1226865.5,0,681727.88,12.99111111,0.944227758,529751.39,681727.88,0,0.0,0.0,538.44,2.153396601,109,51947.77686,72,386.5994009,14198.37,0.0,8119,857579.0,3.0,
0,0,0,0,0,0,0,0,0,0,82,1,4,3,28038.99203,69039.28,0,40969.74,70.61861111,0.51322537,28006.21,40969.74,74,35432.71,143.37,1008.05,1.348056532,4,4680.162337,0,0.0,0.0,0.0,5436,179082.0,2.0,
0,0,0,0,0,0,0,0,0,0,3,0,1,0,0.0,678.44,18,0.0,0.0,1.0,678.44,0.0,0,0.0,0.0,0.0,0.0,0,0.0,3,151.3774066,678.44,0.0,2373,1.0,0.0,
0,0,0,0,0,0,0,0,0,0,20,1,2,1,0.0,11644.22,1,5761.93,135.2608333,0.946833708,5882.29,5761.93,19,11025.14,245.07,619.08,0.0,0,0.0,0,0.0,0.0,0.0,570,232307.0,6.187521122,
0,0,0,0,0,0,0,0,0,0,79,3,4,7,3889462.454,312511.69,0,200173.81,43.6725,0.998050633,79803.74,200173.81,0,0.0,0.0,629.57,1.836422169,0,0.0,11,61.02188719,609.2,0.0,2609,14515.0,1.0,
0,0,0,0,0,0,0,0,0,1,15,1,2,1,0.0,438576.31,0,395135.87,264.0,1.0,39310.8,395135.87,0,0.0,0.0,0.0,0.0,15,76730.9956,0,0.0,0.0,0.0,3819,1.0,1.0,
0,0,0,0,0,0,0,0,0,0,6,0,1,0,0.0,14330.33,26,10036.46,365.1023611,0.565296821,4293.87,10036.46,0,0.0,0.0,0.0,0.0,2,5637.076473,2,2690.025114,4012.89,1108.275,3914,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,368,10,16,29,19623274.11,4874555.31,0,534967.19,7.329722222,0.952698588,4271902.17,534967.19,7,10903.87,1067.48,650.52,12.70256159,66,5628.833205,11,251.7331422,2210.67,0.0,2633,594410.0,0.0,
0,0,0,0,0,0,0,0,0,0,159,3,7,13,25123850.82,237981.97,0,177689.14,14.17722222,0.414663262,53992.23,177689.14,0,0.0,0.0,317.955,2.670692956,18,11682.794,91,1617.966075,33421.8,816.49,5287,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,29,1,3,2,829278.8112,82421.25,5,3690.61,48.00777778,0.960870285,78701.67,3690.61,0,0.0,0.0,653.73,1.696331029,3,1292.874677,0,0.0,0.0,0.0,9780,1226423.0,5.366343178,
0,0,0,0,0,0,0,0,0,0,12,1,2,2,4435.87805,10925.19,4,2263.91,237.8155556,0.980456175,8661.28,2263.91,11,10711.67,272.0,213.52,0.0,0,0.0,0,0.0,0.0,0.0,803,0.0,5.572521671,
1,0,0,0,0,0,0,0,0,0,38,1,4,3,6688762.475,45624.19,0,10845.71,86.36361111,0.996061519,34778.48,10845.71,37,45444.5,356.34,0.0,0.0,1,0.0,0,0.0,0.0,0.0,322,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,74,2,7,5,20248874.87,405055.29,0,267184.9,48.0,0.577980354,132910.38,267184.9,0,0.0,0.0,1047.74,3.032807075,60,7144.062585,0,0.0,0.0,0.0,4843,352025.0,2.0,
0,0,0,0,0,0,0,0,0,0,255,4,8,17,967006.8828,243201.8,0,113597.92,13.03902778,0.670745899,105787.84,113597.92,223,163126.61,321.26,550.97,3.278629549,1,0.0,3,4.999843331,51.76,16400.0,1333,0.0,1.0,
1,0,0,0,0,0,0,0,0,0,26,1,2,1,0.0,21330.64,1,15765.93,72.39444444,0.778157617,5054.71,15765.93,1,1829.62,1829.62,367.585,1.019364105,2,318.3818993,10,64.43554148,649.95,840.0,127,0.0,3.0,
0,0,0,0,0,0,0,0,0,0,6,1,1,1,0.0,48609.01,4,1787.79,429.1298611,0.947288167,46821.22,1787.79,0,0.0,0.0,774.48,0.972708607,3,25897.32459,0,0.0,0.0,0.0,6567,59571.0,1.0,
0,0,0,0,0,0,0,0,0,0,29,1,4,1,0.0,33397.31,0,935.98,15.10111111,0.742481954,32339.2,935.98,6,2826.17,293.475,214.25,0.946820324,6,5118.426043,14,712.0399859,5168.31,0.0,4488,0.0,2.0,
1,0,0,0,0,0,0,0,0,0,52,2,4,5,4268523.546,225639.57,0,123185.47,51.64569444,0.668145175,101912.06,123185.47,0,0.0,0.0,1100.46,1.701860134,15,11088.19493,0,0.0,0.0,0.0,1078,0.0,2.577013144,
0,0,0,0,0,0,0,0,1,0,8,0,1,0,0.0,95830.19,15,12055.02,720.0,0.686004379,83775.17,12055.02,0,0.0,0.0,0.0,0.0,5,26846.26133,0,0.0,0.0,0.0,421,0.0,0.0,
1,0,0,0,0,0,0,0,0,0,107,2,6,8,1172883.28,73071.75,1,9814.53,17.21916667,0.666446062,63212.08,9814.53,34,48698.38,648.65,0.0,0.0,0,0.0,73,806.7483379,24373.37,0.0,2753,50234.0,1.0,
0,0,0,0,0,0,0,0,0,0,44,1,3,5,155945.9569,42005.7,0,19942.66,22.18430556,0.458344701,20942.6,19942.66,3,4781.64,1159.74,107.795,2.648755395,7,3923.056818,26,266.9060426,4351.45,0.0,1876,223719.0,2.0,
0,0,0,0,0,0,0,0,0,0,32,0,2,0,0.0,40195.62,11,5822.08,96.27805556,0.536206681,34373.54,5822.08,5,3871.68,147.99,199.94,2.351343743,12,936.8799936,4,83.95469135,386.12,2100.0,1835,6780.0,1.0,
0,0,0,0,0,0,0,0,0,0,46,2,3,5,1138531.96,109500.53,0,65482.0,64.02458333,0.639582749,43709.99,65482.0,3,1221.7,466.14,669.64,2.116131104,16,4597.01681,12,504.2580094,3572.24,0.0,369,0.0,2.0,
0,0,0,0,0,0,0,0,0,0,67,2,4,5,153739.4266,45519.76,0,29265.8,21.29208333,0.734310111,16115.8,29265.8,9,5894.21,316.75,75.12,0.0,6,1427.065158,50,3677.369544,33425.62,816.0,5143,828764.0,3.0,
0,0,0,0,0,0,0,0,0,0,44,0,3,0,0.0,46260.43,7,36453.28,70.60972222,0.520954302,6643.24,36453.28,0,0.0,0.0,0.0,0.0,30,851.3632026,2,1870.58735,2657.61,900.0,6717,33505.0,,
0,0,0,0,0,0,0,0,0,0,55,2,3,3,25000362.21,305064.91,4,140691.65,82.48694444,0.980211293,163516.04,140691.65,6,1452.15,96.78,839.335,1.773254857,0,0.0,6,820.6818415,3884.69,700.0,3410,186711.0,,
0,0,0,0,0,0,0,0,0,0,7,0,1,0,0.0,24533.52,16,1099.76,275.56,0.87298439,23433.76,1099.76,0,0.0,0.0,179.96,1.247230837,1,0.0,0,0.0,0.0,0.0,1748,850450.0,3.0,
0,0,0,0,0,0,0,0,0,0,3,1,1,1,0.0,4742.27,0,738.57,144.0,1.0,4003.7,738.57,0,0.0,0.0,0.0,0.0,3,769.4334892,0,0.0,0.0,0.0,10730,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,4,1,1,1,0.0,2751.02,0,2564.97,1010.266111,1.0,186.05,2564.97,4,2751.02,333.4,0.0,0.0,0,0.0,0,0.0,0.0,0.0,3866,122436.0,1.0,
0,0,0,0,0,0,0,0,0,0,53,1,5,1,0.0,141157.55,4,71841.43,38.62027778,0.852627578,69316.12,71841.43,22,20802.73,574.355,0.0,0.0,31,10474.48851,0,0.0,0.0,0.0,155,0.0,8.0,
0,1,0,0,0,0,0,0,0,0,64,1,6,2,1318980.336,137392.6,0,127530.8,51.11638889,0.799014867,6079.58,127530.8,0,0.0,0.0,343.78,1.819845535,0,0.0,0,0.0,0.0,0.0,2926,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,12,0,1,0,0.0,32420.66,7,17248.22,104.6106944,0.987003041,15172.44,17248.22,0,0.0,0.0,699.85,1.776814873,1,0.0,0,0.0,0.0,0.0,10269,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,5,1,1,1,0.0,1595.59,0,272.89,786.1497222,0.651834118,1322.7,272.89,4,555.53,109.645,0.0,0.0,0,0.0,1,0.0,1040.06,0.0,8367,,3.0,
0,0,0,0,0,0,0,0,0,0,154,4,7,15,8158175.998,259408.74,0,146937.9,17.26416667,0.927593997,112142.76,146937.9,0,0.0,0.0,258.205,2.83758758,0,0.0,52,741.0855916,11880.6,365.0,1078,0.0,4.0,
0,1,0,0,0,0,0,0,0,0,18,1,2,1,0.0,6663.44,3,2747.45,125.8425,1.0,3062.23,2747.45,18,6663.44,234.23,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,1.0,
0,0,0,0,0,0,0,0,0,1,142,3,5,9,4609.79745,46821.92,0,15496.01,11.29236111,0.778651324,30808.5,15496.01,5,6560.39,1205.7,0.0,0.0,0,0.0,131,859.0744758,36457.95,670.25,2514,0.0,0.0,
0,0,0,0,0,0,0,0,0,1,180,6,9,19,7986193.224,454305.14,0,244101.28,11.505,0.956994323,205913.01,244101.28,0,0.0,0.0,378.63,2.744761535,6,4072.5167,0,0.0,0.0,0.0,806,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,59,3,4,7,4722684.838,178584.66,1,110926.67,72.0,0.612193903,64088.38,110926.67,13,15292.83,433.73,286.22,1.371512891,29,7747.634492,8,91.3151109,669.78,513.32,9780,783388.0,5.0,
0,0,0,0,0,0,0,0,0,0,66,1,3,3,150813.7123,43791.09,3,12542.84,17.30555556,0.453815833,22764.07,12542.84,1,145.13,145.13,0.0,0.0,4,3226.451625,40,530.1871629,10380.34,700.0,7454,37992.0,,
0,0,0,0,0,0,0,0,0,0,180,4,6,11,59593.58782,137225.24,0,39264.62,9.521527778,0.915109203,86807.4,39264.62,123,125576.08,515.63,0.0,0.0,1,0.0,55,426.6557346,10218.08,262.0,1121,,1.0,
0,0,0,0,0,0,0,0,0,0,100,4,5,9,171400801.2,257444.65,1,104846.41,32.77416667,0.735419866,105223.75,104846.41,43,27192.47,162.24,0.0,0.0,32,11643.37911,5,1792.867091,4691.23,415.5,2424,176193.0,1.0,
0,0,0,0,0,0,0,0,0,1,25,1,3,1,0.0,87077.29,3,6279.28,16.73611111,0.7989609,80691.28,6279.28,11,10827.16,175.55,2592.92,0.86140955,11,13874.14381,0,0.0,0.0,0.0,4563,68483.0,2.0,
0,0,0,0,0,0,0,0,0,0,6,1,1,1,0.0,3739.91,0,0.0,0.0,1.0,3739.91,0.0,6,3739.91,607.11,0.0,0.0,0,0.0,0,0.0,0.0,0.0,2387,,1.0,
0,0,0,0,0,0,0,0,0,0,16,0,1,0,0.0,3966.88,12,1324.15,158.3108333,0.693930747,2642.73,1324.15,0,0.0,0.0,0.0,0.0,2,73.85023223,14,110.8098674,1214.14,0.0,4642,,0.0,
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,43.99,21,0.0,0.0,1.0,43.99,0.0,0,0.0,0.0,0.0,0.0,0,0.0,1,0.0,43.99,0.0,1622,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,8,1,2,1,0.0,13674.29,6,1518.39,503.3375,0.758416708,12155.9,1518.39,2,2334.03,1167.015,969.45,0.0,5,2133.00895,0,0.0,0.0,0.0,9403,616473.0,,
0,0,0,0,0,0,0,0,0,0,73,2,4,4,1110599.963,148692.89,1,92753.63,26.87833333,0.552499585,55534.13,92753.63,32,25488.2,421.825,387.28,2.59662456,21,1961.129979,2,16.43316159,38.9,400.0,1305,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,31,1,2,4,31116.92449,146707.59,0,61441.55,194.2619444,0.853538934,85208.09,61441.55,18,17979.87,500.89,766.66,1.136493091,9,25825.84819,1,0.0,0.0,0.0,2486,0.0,0.0,
1,0,0,0,0,0,0,0,0,0,56,0,3,0,0.0,106758.7,8,33141.23,53.05111111,0.364761279,73365.13,33141.23,16,17334.41,368.035,181.21,1.538927507,4,8463.624959,24,694.5101751,11197.48,0.0,1419,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,54,2,3,4,2441774.765,78134.97,0,35727.47,45.44388889,0.933587611,42352.47,35727.47,4,1548.75,165.405,841.75,2.436647685,2,1885.88207,8,77.4886329,765.6,0.0,1871,77014.0,1.0,
0,0,0,0,0,0,0,0,0,0,76,3,4,3,2456833455.0,509426.25,0,324690.11,72.0,0.958218977,174622.48,324690.11,0,0.0,0.0,1209.24,1.316778467,69,18059.78773,0,0.0,0.0,0.0,15892,522403.0,,
0,0,0,0,0,0,0,0,0,1,7,0,1,0,0.0,16316.37,28,3817.59,893.1423611,0.909093751,12498.78,3817.59,0,0.0,0.0,986.225,1.640620952,1,0.0,0,0.0,0.0,0.0,4149,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,86,2,4,6,36175059.06,418440.84,1,131418.8,74.88027778,0.975573966,282452.17,131418.8,8,8714.05,548.07,519.475,5.522019213,0,0.0,4,342.5616879,1506.8,0.0,1833,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,71,2,3,5,1026222.044,57527.82,0,22181.02,76.68208333,0.867470904,32185.45,22181.02,65,49903.71,210.07,0.0,0.0,6,1255.992256,0,0.0,0.0,0.0,133,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,1100.7,91,0.0,0.0,1.0,0.0,0.0,1,1100.7,1100.7,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5066,,1.0,
0,0,0,0,0,0,0,0,0,0,39,2,3,4,36912252.05,59390.99,0,22295.75,40.02513889,0.633733837,37095.24,22295.75,0,0.0,0.0,272.265,2.684999722,21,2698.597703,0,0.0,0.0,0.0,3625,0.0,2.0,
0,0,0,0,0,0,1,0,0,0,9,1,1,1,0.0,15313.04,5,1697.89,168.2022222,0.951393714,13615.15,1697.89,6,14568.73,1225.5,89.04,1.430897579,0,0.0,0,0.0,0.0,0.0,1831,78886.0,1.0,
0,0,0,0,0,0,0,0,0,1,24,0,3,0,0.0,170826.0,13,84937.57,119.8372222,0.605599616,85888.43,84937.57,0,0.0,0.0,1612.76,1.78585759,11,17563.90875,0,0.0,0.0,0.0,6217,,0.0,
0,0,0,0,0,0,0,0,0,0,158,3,5,7,13415.117,40528.83,0,5559.43,7.424861111,0.8796173,32639.49,5559.43,13,4424.62,208.03,34.11,1.373802716,1,0.0,141,779.7485641,35649.86,0.0,10540,44348.0,1.0,
0,0,0,0,0,0,0,0,0,1,21,1,3,2,23429887.49,324241.5,1,291238.23,145.4363889,1.0,32130.44,291238.23,0,0.0,0.0,1046.48,3.481921228,0,0.0,0,0.0,0.0,0.0,1720,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,112,2,4,6,14420705.53,511920.72,0,156540.14,31.015,1.0,298315.11,156540.14,0,0.0,0.0,845.01,3.310381291,0,0.0,0,0.0,0.0,0.0,3634,178697.0,1.0,
1,0,0,0,0,0,0,0,0,0,17,1,2,2,606871.445,42159.63,1,6461.69,134.3525,0.948293189,35697.94,6461.69,0,0.0,0.0,623.94,2.743138645,1,0.0,0,0.0,0.0,0.0,12159,,1.0,
0,0,0,0,0,0,0,0,0,0,162,3,11,11,4037142.617,465546.72,0,296003.8,17.09222222,0.884202557,157430.56,296003.8,18,16623.75,220.565,564.52,2.452620795,0,0.0,19,6252.892277,35039.13,700.0,5800,128017.0,1.0,
0,0,0,0,0,0,0,0,0,0,26,1,2,2,2127448.154,52592.99,2,17328.28,61.54597222,0.613709356,35262.55,17328.28,1,521.16,521.16,1218.6,0.755411445,5,10760.93106,13,1651.666109,11609.21,0.0,508,0.0,2.0,
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1148.95,54,1148.95,0.0,1.0,0.0,1148.95,1,1148.95,1148.95,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5725,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,419,9,19,30,22793893.75,1207475.37,0,885908.57,11.17,0.999331705,293882.08,885908.57,3,806.95,313.97,487.805,3.489084193,0,0.0,0,0.0,0.0,0.0,2762,,1.0,
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,8193.35,20,0.0,0.0,1.0,8193.35,0.0,0,0.0,0.0,8193.35,0.0,0,0.0,0,0.0,0.0,0.0,722,,1.0,
0,0,1,0,0,0,0,0,0,0,31,1,2,1,0.0,42465.99,0,22528.95,103.5770833,0.43268837,19937.04,22528.95,0,0.0,0.0,4100.7,0.746826921,5,3871.816887,14,248.7661499,1774.59,500.0,5364,556677.0,,
0,0,0,0,0,0,0,0,0,0,37,1,3,1,0.0,28381.89,5,13247.27,49.18597222,0.945124514,11899.12,13247.27,32,26824.42,416.035,0.0,0.0,0,0.0,5,444.2236057,1557.47,0.0,2674,49256.0,1.0,
0,0,0,0,0,0,0,0,0,0,130,5,7,16,486013.229,404148.07,0,130478.9,21.38111111,0.925215132,269823.28,130478.9,44,30224.16,181.165,585.595,4.282412324,0,0.0,0,0.0,0.0,0.0,129,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,16,1,2,1,0.0,29338.88,0,24230.33,180.5056944,0.786921314,5108.55,24230.33,12,5940.36,248.55,822.93,1.585008348,1,0.0,0,0.0,0.0,0.0,13503,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,118.35,77,0.0,0.0,1.0,118.35,0.0,1,118.35,118.35,0.0,0.0,0,0.0,0,0.0,0.0,0.0,6153,1.0,,
0,0,0,0,0,0,0,0,0,1,348,5,9,22,1670080.712,134760.9,0,43293.19,6.493333333,0.690952494,85138.06,43293.19,1,52.17,52.17,0.0,0.0,17,3662.375428,330,1525.185145,93113.38,0.0,6114,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,66,1,4,3,1079196.586,277599.3,0,175142.98,68.48902778,1.0,83274.21,175142.98,0,0.0,0.0,820.21,2.97538229,0,0.0,0,0.0,0.0,0.0,2507,15205.0,,
0,0,0,0,0,0,0,0,0,0,15,0,3,0,0.0,87311.83,11,3439.29,144.0,1.0,83872.54,3439.29,0,0.0,0.0,0.0,0.0,15,11780.82586,0,0.0,0.0,0.0,7041,0.0,0.0,
0,0,0,0,0,0,0,0,1,0,11,1,1,1,0.0,39051.18,6,21243.35,108.0,1.0,13390.77,21243.35,0,0.0,0.0,0.0,0.0,11,4361.047915,0,0.0,0.0,0.0,594,0.0,0.0,
0,0,0,0,0,0,0,0,0,0,94,2,5,5,1585546.039,168919.82,0,71677.67,36.97055556,0.69376175,96351.68,71677.67,86,117190.11,614.35,992.04,2.279077017,1,0.0,0,0.0,0.0,0.0,9348,906046.0,1.0,
0,0,0,0,0,0,0,0,0,0,89,3,3,7,5488653.882,90034.27,0,18569.96,43.49666667,0.971158316,70228.04,18569.96,81,87437.53,538.39,0.0,0.0,0,0.0,8,451.8049706,2596.74,0.0,1699,,1.0,
0,0,0,0,0,0,0,0,0,0,72,2,4,4,59240.82757,47613.67,2,20359.47,18.80305556,0.426849474,23676.69,20359.47,6,7768.6,881.77,519.09,1.05109994,13,3219.284891,50,787.3831614,16431.79,0.0,7889,106374.0,2.0,
0,0,0,0,0,0,0,0,1,0,23,1,2,1,0.0,25652.79,4,4266.55,144.0,0.614295755,21386.24,4266.55,9,15758.4,1902.67,0.0,0.0,14,935.3711696,0,0.0,0.0,0.0,2479,0.0,0.0,
0,0,0,0,0,0,0,0,0,1,24,1,3,2,373559.1048,12716.4,2,6833.17,20.52486111,0.723671008,4261.39,6833.17,3,2674.38,991.45,252.22,1.075154951,0,0.0,6,101.6643632,839.53,0.0,3332,64194.0,2.0,
0,0,0,0,0,0,0,0,0,0,7,0,1,0,0.0,10579.58,12,473.66,0.0,1.0,9862.45,473.66,0,0.0,0.0,243.47,2.287410457,0,0.0,0,0.0,0.0,0.0,35572,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,250,6,10,20,3620247.831,554615.06,0,400376.04,10.34138889,0.941730883,123765.55,400376.04,0,0.0,0.0,522.865,4.834443034,0,0.0,104,941.0790282,32116.93,100.0,1031,91824.0,1.0,
0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,17693.93,14,16742.68,0.0,0.728991807,951.25,16742.68,1,3118.87,3118.87,725.08,0.860046137,0,0.0,0,0.0,0.0,0.0,3119,0.0,1.0,
1,0,0,0,0,0,0,0,0,0,31,3,3,4,1615044.039,46169.82,1,35805.02,101.0475,0.902541314,9469.27,35805.02,8,3912.53,78.115,387.595,2.030954238,1,0.0,0,0.0,0.0,0.0,986,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,90,6,6,8,35864867.03,258188.89,0,90537.27,12.66736111,0.622549522,163865.24,90537.27,39,54019.19,659.6,459.55,2.007672706,22,2903.258821,4,567.8299909,1252.56,0.0,1267,835284.0,8.0,
0,0,0,0,0,0,0,0,0,0,4,0,1,0,0.0,6381.81,11,3464.38,0.0,0.793000732,2917.43,3464.38,0,0.0,0.0,1321.03,0.0,3,1404.206475,0,0.0,0.0,0.0,572,226506.0,2.0,
0,0,0,0,0,0,0,0,0,0,210,6,6,20,65716.50266,246260.94,0,66045.6,2.449444444,0.548157373,45060.26,66045.6,5,3701.13,790.51,703.25,0.544912121,2,95342.05695,200,3525.40174,105739.91,423.65,10204,490840.0,2.0,
0,0,0,0,0,0,0,0,0,0,435,9,15,36,6289199.457,1244720.86,0,482774.56,13.11486111,0.999429262,741636.72,482774.56,0,0.0,0.0,425.53,7.064404771,0,0.0,1,0.0,10.41,700.0,5996,185985.0,0.0,
0,1,0,0,0,0,0,0,0,0,29,2,2,5,81039113.53,23233.43,1,20435.79,0.0,1.0,2797.64,20435.79,0,0.0,0.0,0.0,0.0,0,0.0,29,3779.287092,23233.43,0.0,326,0.0,1.0,
0,0,0,0,0,0,0,0,0,0,4,1,1,1,0.0,4060.95,1,480.35,728.1591667,1.0,3580.6,480.35,4,4060.95,847.53,0.0,0.0,0,0.0,0,0.0,0.0,0.0,99,0.0,,
