is_student,is_unemployed,median_amt_wire,wire_ratio,income,max_transaction_frequency_7d,max_transaction_frequency_90d,days_since_last_transaction,share_amt_eft,sum_amt_total,abm_cash_deposit_volume,transaction_ecommerce_ratio,cv_amt_eft,cash_ratio,transaction_round_amount_frequency_7d,channel_debit_volume,channel_credit_volume,incoming_volume_90d,cross_border_ratio,cv_amt_abm,n_txn_abm,median_hold_time_funds,n_txn_total,abm_cash_withdrawal_volume,sum_amt_eft,max_channel_share,txn_volume_vs_occupation_median,age,label
0,1,0.0,0.0,53487.0,1,2,2,0.375256055,8484.5,0.0,0.0,1.468530343,0.014434026,0.0,3335.2,4941.77,4941.77,0.0,0.0,1,77.56569444,27,119.47,3183.86,0.407826036,0.703883834,35.0,0.0
0,0,0.0,0.0,9.0,1,2,6,0.337947957,33169.19,0.0,0.0,0.820647754,0.0,0.0,3929.59,29239.6,29239.6,0.0,0.0,0,72.0,36,0.0,11209.46,0.662052043,1.141207294,80.0,0.0
0,0,0.0,0.0,9.0,2,4,1,0.794152892,21713.3,222.0,0.139176763,1.655818642,0.011776876,0.0,5305.06,13545.44,13545.44,0.06097561,0.0,1,7.335555556,111,0.0,17243.68,0.794152892,0.648563564,69.0,0.0
1,0,0.0,0.0,15.0,1,4,0,0.576058301,7885.99,100.0,0.030537516,1.505711562,0.04678758,0.5,2747.18,3878.51,3878.51,0.0,0.055872607,3,81.32402778,30,210.0,4542.79,0.576058301,473.2635714,22.0,0.0
0,0,0.0,0.0,,0,2,7,0.102790677,12743.86,0.0,0.0,0.0,0.0,0.0,525.19,6418.57,6418.57,0.0,0.0,0,291.64625,17,0.0,1309.95,0.869953844,0.159828749,23.0,0.0
0,0,0.0,0.0,92675.0,5,7,0,0.06280452,13420.69,32.36,0.182903502,0.970392649,0.033220717,0.0,11209.33,2190.14,2190.14,0.032894737,1.208597572,2,17.17472222,193,412.78,842.88,0.713650341,0.308423754,59.0,0.0
0,0,0.0,0.0,24698.0,2,3,3,0.0,9103.74,0.0,0.081399611,0.0,0.025451825,0.0,2914.99,6121.69,6121.69,0.0,0.0,1,19.15472222,35,230.0,0.0,0.832505102,0.310912782,69.0,0.0
0,0,0.0,0.0,,1,3,1,0.918530417,24927.34,0.0,0.0,1.723339887,0.0,0.0,4228.54,18501.86,18501.86,0.0,0.0,0,81.67541667,43,0.0,22896.52,0.918530417,0.552399237,32.0,0.0
0,0,0.0,0.0,79376.0,3,4,1,0.43620414,16248.86,0.0,0.551998448,1.220446335,0.006301867,0.0,9164.7,6960.68,6960.68,0.065217391,0.812456089,2,32.39833333,81,101.62,7087.82,0.43620414,0.371167683,,0.0
0,0,0.0,0.0,,3,4,1,0.214272555,11724.46,0.0,0.127699464,0.876103238,0.043225598,0.0,7038.8,4528.42,4528.42,0.011363636,0.0,1,12.08194444,127,500.0,2512.23,0.655153414,0.224423189,34.0,0.0
0,0,0.0,0.0,281891.0,3,4,2,0.223650186,18431.06,100.0,0.104033909,0.714903908,0.005425624,0.0,4916.98,13514.08,13514.08,0.027027027,0.0,1,53.36375,71,0.0,4122.11,0.352933581,0.348594449,53.0,0.0
0,0,0.0,0.0,70808.0,3,3,1,0.694796631,20223.63,0.0,0.0,2.676809858,0.0,0.0,4809.33,13788.29,13788.29,0.0,0.0,0,134.0836111,39,0.0,14051.31,0.694796631,0.356105697,51.0,0.0
0,0,0.0,0.0,85878.0,2,3,1,0.0,7776.61,0.0,0.286788767,0.0,0.0,0.0,7135.67,0.0,0.0,0.029850746,0.0,0,0.0,84,0.0,0.0,1.0,0.134959951,61.0,0.0
0,0,0.0,0.0,,1,2,0,0.0,7989.65,0.0,0.0,0.0,0.0,0.0,5212.55,2777.1,2777.1,0.0,0.0,0,118.4419444,27,0.0,0.0,1.0,0.158999592,43.0,0.0
0,0,0.0,0.0,13213.0,3,3,0,0.624340365,8116.23,0.0,0.116130702,1.043190554,0.0,0.0,2538.69,3839.4,3839.4,0.133333333,0.0,0,23.32916667,37,0.0,5067.29,0.624340365,0.219442285,87.0,0.0
0,0,0.0,0.0,,0,3,7,0.771358336,5227.35,0.0,0.0,1.096575015,0.220691172,0.0,1512.7,3714.65,3714.65,0.0,1.169037282,2,211.9647222,6,1153.63,4032.16,0.771358336,0.120321096,45.0,0.0
0,0,0.0,0.0,51345.0,7,11,0,0.268343657,39613.83,0.0,0.177725264,1.690643415,0.0,0.0,27375.6,11964.36,11964.36,0.035242291,0.0,0,6.463333333,318,0.0,10630.12,0.459311054,1.353516601,68.0,0.0
0,0,0.0,0.0,22014.0,3,4,0,0.315790978,9799.52,0.0,0.191508749,1.436223693,0.079289598,0.0,5792.2,4007.32,4007.32,0.039473684,0.643043596,5,8.295,104,777.0,3094.6,0.518518254,0.337158782,63.0,0.0
0,0,0.0,0.0,94776.0,4,6,0,0.357587905,21882.06,0.0,0.124231975,1.145936725,0.062993965,0.0,12100.83,9732.69,9732.69,0.015151515,0.847902971,2,8.238888889,179,1375.38,7824.76,0.574856755,0.53060306,28.0,0.0
0,1,0.0,0.0,,0,1,28,0.0,78.9,0.0,0.820785805,0.0,0.0,0.0,78.9,0.0,0.0,0.0,0.0,0,0.0,3,0.0,0.0,1.0,0.006709754,44.0,0.0
0,0,0.0,0.0,102644.0,4,4,0,0.905584421,36421.32,170.0,0.0,1.999655441,0.019402943,0.0,7795.83,27804.44,27804.44,0.0,0.346570212,3,69.96680556,80,520.75,32982.58,0.905584421,0.819433076,58.0,0.0
0,0,0.0,0.0,52369.0,0,1,28,0.0,74603.46,0.0,0.0,0.0,0.0,0.0,0.0,74544.74,74544.74,0.0,0.0,0,0.0,4,0.0,0.0,1.0,2.564759677,72.0,0.0
0,0,0.0,0.0,31516.0,1,2,0,0.355697545,3931.43,266.52,0.0,0.612698361,0.11374834,0.0,1058.32,2254.08,2254.08,0.0,0.586509399,2,66.65638889,22,110.26,1398.4,0.534055038,0.11396525,69.0,0.0
0,0,0.0,0.0,20318.0,1,2,0,0.0,391.66,0.0,0.073742552,0.0,0.0,0.0,360.85,0.0,0.0,0.0,0.0,0,0.0,14,0.0,0.0,1.0,0.008305904,60.0,0.0
0,0,0.0,0.0,58724.0,1,4,2,0.638746834,15402.91,0.0,0.008953617,1.098004859,0.0,0.0,4860.35,10378.64,10378.64,0.025,0.0,0,16.66541667,68,0.0,9838.56,0.638746834,0.350765105,47.0,0.0
0,0,0.0,0.0,,1,2,1,0.893549404,8911.27,0.0,0.0,1.404743229,0.01234392,0.0,1398.21,7513.06,7513.06,0.0,0.0,1,49.39472222,28,110.0,7962.66,0.893549404,0.207862424,39.0,0.0
0,0,0.0,0.0,80841.0,0,2,10,0.008571889,5084.06,0.0,0.0,1.022205764,0.0,0.0,2437.63,2646.43,2646.43,0.0,0.0,0,127.5516667,19,0.0,43.58,0.535591633,0.174920351,66.0,0.0
0,0,0.0,0.0,52680.0,1,3,5,0.732721601,21973.68,0.0,0.0,1.166792488,0.0,0.0,5777.46,15474.09,15474.09,0.0,0.0,0,134.9390278,25,0.0,16100.59,0.732721601,0.54196547,49.0,0.0
0,0,0.0,0.0,,2,2,0,0.361327949,9670.55,0.0,0.719168102,1.41985575,0.010986966,0.0,5599.7,4070.85,4070.85,0.0,0.0,1,121.4008333,26,106.25,3494.24,0.619878911,0.246622207,,0.0
0,0,0.0,0.0,80265.0,2,2,0,0.863459392,8144.61,0.0,0.0,1.071479605,0.014608985,0.0,1999.8,5464.1,5464.1,0.0,0.0,1,56.41347222,24,109.04,7032.54,0.863459392,0.150484889,32.0,0.0
0,0,0.0,0.0,115459.0,3,4,0,0.0,9426.08,0.0,0.151050065,0.0,0.0,0.1,9426.08,0.0,0.0,0.011764706,0.0,0,0.0,108,0.0,0.0,1.0,0.216965819,45.0,0.0
0,0,801.31,0.040268493,74954.0,1,4,1,0.762472915,21040.59,0.0,0.0,1.374612256,0.002174964,0.0,1786.1,18113.08,18113.08,0.0,0.0,1,64.99333333,41,43.28,16042.88,0.762472915,0.376361625,60.0,0.0
0,0,0.0,0.0,116054.0,1,3,0,0.750026284,9416.43,0.0,0.10605654,0.870856598,0.002209439,0.0,1568.06,7484.01,7484.01,0.08,0.0,1,25.07027778,47,20.0,7062.57,0.750026284,0.19206395,54.0,0.0
0,0,0.0,0.0,,1,1,1,1.0,341.03,0.0,0.0,0.63972785,0.0,0.0,341.03,0.0,0.0,0.0,0.0,0,0.0,4,0.0,341.03,1.0,0.007849695,97.0,0.0
0,0,0.0,0.0,43050.0,2,4,0,0.74588654,14586.87,0.0,0.355058219,1.229022541,0.0,0.0,3328.32,11114.17,11114.17,0.03030303,0.0,0,22.26888889,63,0.0,10880.15,0.74588654,0.496903148,89.0,0.0
0,0,0.0,0.0,63383.0,2,4,1,0.250120967,31558.17,500.0,0.047132311,1.089742772,0.033694035,0.0,9190.64,22120.54,22120.54,0.0,0.426619266,3,109.9022222,48,555.0,7893.36,0.427390752,0.592201617,71.0,0.0
0,0,0.0,0.0,,1,3,0,0.0,4870.78,0.0,0.35768715,0.0,0.0,0.0,2118.6,2752.18,2752.18,0.0,0.0,0,39.63458333,24,0.0,0.0,0.767057843,0.113614798,31.0,0.0
1,0,0.0,0.0,,1,1,1,0.669630832,11902.17,0.0,0.0,1.281035013,0.0,0.0,5861.68,6040.49,6040.49,0.0,0.0,0,217.3919444,10,0.0,7970.06,0.669630832,850.155,24.0,0.0
0,0,0.0,0.0,,2,3,0,1.0,23955.23,0.0,0.0,1.484560821,0.0,0.0,6188.89,17445.7,17445.7,0.0,0.0,0,84.58888889,40,0.0,23955.23,1.0,0.447011017,47.0,0.0
0,0,0.0,0.0,,2,3,1,0.504583839,17480.98,0.0,0.0,1.782536314,0.0,0.0,5738.81,9055.54,9055.54,0.0,0.0,0,105.0038889,28,0.0,8820.62,0.504583839,0.272581299,29.0,0.0
0,0,0.0,0.0,120525.0,3,3,0,0.858071646,33813.61,0.0,0.045134868,1.34912191,0.0,0.0,7774.1,25283.14,25283.14,0.086956522,0.0,0,64.97277778,66,0.0,29014.5,0.858071646,0.659377668,54.0,0.0
0,0,0.0,0.0,,3,6,0,0.193564609,36848.42,0.0,0.041585159,0.915882139,0.001259039,0.0,17929.2,17582.0,17582.0,0.0,0.0,1,37.44777778,101,44.71,7132.55,0.660891837,0.817382898,56.0,0.0
0,0,0.0,0.0,,2,4,0,0.774473809,47890.89,0.0,0.0,1.5931803,0.0,0.0,8783.42,37924.03,37924.03,0.0,0.0,0,122.8491667,62,0.0,37090.24,0.774473809,0.883397797,54.0,0.0
0,0,0.0,0.0,107720.0,0,2,7,0.82750802,8048.78,0.0,0.429300969,1.238831998,0.0,0.0,3263.89,4784.89,4784.89,0.0625,0.0,0,90.64472222,24,0.0,6660.43,0.82750802,0.185263667,66.0,0.0
0,0,0.0,0.0,,1,4,1,0.92788973,37467.34,0.0,0.0,1.266264388,0.0,0.0,9498.05,27932.34,27932.34,0.0,0.0,0,83.76388889,56,0.0,34765.56,0.92788973,0.774900163,40.0,0.0
0,0,0.0,0.0,64544.0,2,3,0,0.475217361,25090.75,0.0,0.239225712,1.395254264,0.016171705,0.0,2570.08,22164.48,22164.48,0.0,0.0,1,58.48041667,54,400.0,11923.56,0.475217361,0.569330418,62.0,0.0
0,0,0.0,0.0,,6,7,0,0.0,44674.73,200.0,0.095654448,0.0,0.020595749,0.0,11433.5,19895.78,19895.78,0.025,0.53092997,5,12.29027778,234,445.25,0.0,0.829411392,0.59254395,55.0,0.0
0,0,0.0,0.0,43603.0,2,3,0,0.480937844,26116.93,0.0,0.040974059,0.97084324,0.0,0.0,13163.41,12953.52,12953.52,0.0,0.0,0,39.91972222,67,0.0,12560.62,0.480937844,0.898569757,64.0,0.0
0,0,0.0,0.0,41930.0,3,3,0,0.495448778,5698.47,100.0,0.23973275,1.018664564,0.077213708,0.0,3876.67,1821.8,1821.8,0.125,0.603022689,4,12.48944444,62,340.0,2823.3,0.495448778,0.131165151,68.0,0.0
0,0,0.0,0.0,51298.0,2,4,1,0.584264523,14798.28,1100.0,0.083238471,1.163989736,0.093268584,0.0,6652.85,7378.67,7378.67,0.039215686,1.014763815,7,22.96194444,82,208.7,8646.11,0.584264523,0.307203503,62.0,0.0
0,0,0.0,0.0,13.0,2,2,2,0.69501434,16607.83,0.0,0.006260451,1.215512311,0.0,0.0,4575.01,11306.12,11306.12,0.111111111,0.0,0,63.70319444,44,0.0,11542.68,0.69501434,0.365545632,26.0,0.0
0,0,0.0,0.0,,2,2,1,0.485903867,9377.04,0.0,0.192277228,1.085559688,0.0,0.0,2916.86,6460.18,6460.18,0.0,0.0,0,60.16583333,24,0.0,4556.34,0.485903867,0.215837035,27.0,0.0
0,0,0.0,0.0,,2,4,0,0.0,21214.84,0.0,0.136610794,0.0,0.011784204,0.111111111,8650.12,12564.72,12564.72,0.018867925,0.0,1,22.42055556,85,250.0,0.0,0.680602352,0.427727172,26.0,0.0
0,0,0.0,0.0,59365.0,3,6,0,0.100959934,26424.74,0.0,0.16161055,0.649293207,0.0,0.0,14500.7,10769.92,10769.92,0.016806723,0.0,0,5.977083333,181,0.0,2667.84,0.459589006,0.477953946,31.0,0.0
0,0,0.0,0.0,101328.0,2,5,4,0.364974576,33515.54,0.0,0.23495702,1.526230345,0.014129863,0.0,7042.26,26473.28,26473.28,0.083333333,1.193819864,4,23.48027778,53,473.57,12232.32,0.474998463,1.153123688,65.0,0.0
0,0,0.0,0.0,67652.0,4,5,0,0.115401122,23976.37,1840.0,0.021390691,2.132441879,0.103929031,0.0,7966.59,15414.75,15414.75,0.039215686,1.211009799,6,14.14319444,90,590.0,2766.9,0.555816831,0.53818253,58.0,0.0
0,0,0.0,0.0,,1,2,3,0.473890149,5765.64,0.0,0.109667679,0.900420367,0.126502993,0.0,2391.67,3331.91,3331.91,0.0,0.497472241,4,99.58916667,32,724.05,2732.28,0.473890149,0.105455182,38.0,0.0
0,1,0.0,0.0,,0,2,28,1.0,5202.56,0.0,0.0,1.160402543,0.0,0.0,1618.48,3584.08,3584.08,0.0,0.0,0,288.015,8,0.0,5202.56,1.0,0.44243218,,0.0
0,0,0.0,0.0,,2,4,2,0.0,4644.93,0.0,0.096729441,0.0,0.0,0.0,3997.29,53.7,53.7,0.014925373,0.0,0,1.336944444,78,0.0,0.0,1.0,0.093244102,62.0,0.0
0,0,0.0,0.0,50405.0,2,3,1,0.47435214,16319.88,0.0,0.306168428,1.305025861,0.034442983,0.0,5771.63,9208.78,9208.78,0.0,0.230316425,2,57.24,34,515.97,7741.37,0.47435214,0.389556885,44.0,0.0
0,0,0.0,0.0,,1,1,1,0.918481992,2403.15,0.0,0.0,1.596587539,0.0,0.0,319.18,2083.97,2083.97,0.0,0.0,0,420.6616667,5,0.0,2207.25,0.918481992,0.060632782,54.0,0.0
0,0,0.0,0.0,27053.0,1,1,6,0.823861979,9151.63,1100.0,0.0,1.779039142,0.129782979,0.0,856.13,7964.21,7964.21,0.0,1.303693575,2,153.3738889,15,44.73,7539.68,0.823861979,0.303469465,70.0,0.0
0,0,0.0,0.0,16860.0,2,2,4,0.209596526,4863.01,0.0,0.0,1.243137663,0.0,0.0,581.3,4281.71,4281.71,0.0,0.0,0,102.6641667,21,0.0,1019.27,0.764253004,0.167314984,78.0,0.0
0,0,0.0,0.0,64313.0,0,1,35,0.0,69.62,0.0,0.0,0.0,0.0,0.0,69.62,0.0,0.0,0.0,0.0,0,0.0,2,0.0,0.0,1.0,0.001582776,52.0,0.0
0,0,0.0,0.0,41690.0,3,3,0,0.897959934,23112.98,0.0,0.0,1.143343475,0.014786189,0.0,3611.93,17353.58,17353.58,0.0,0.0,1,50.4075,53,310.0,20754.53,0.897959934,0.506909174,51.0,0.0
0,0,0.0,0.0,,1,4,0,0.0,10774.95,0.0,0.499033716,0.0,0.0,0.0,6145.23,4628.64,4628.64,0.048780488,0.0,0,34.35444444,64,0.0,0.0,0.567929318,0.37068192,68.0,0.0
0,0,0.0,0.0,,2,2,2,0.0,11247.04,0.0,0.0,0.0,0.0,0.0,3666.78,6486.41,6486.41,0.0,0.0,0,85.31333333,31,0.0,0.0,0.932412439,0.233702152,39.0,0.0
0,0,0.0,0.0,13497.0,0,1,12,1.0,2108.0,0.0,0.0,0.655136975,0.0,0.0,723.03,1384.97,1384.97,0.0,0.0,0,710.7072222,3,0.0,2108.0,1.0,0.072527094,77.0,0.0
0,0,0.0,0.0,,4,4,0,0.89197396,52705.07,0.0,0.04463863,1.518193352,0.002456926,0.0,5935.41,34765.86,34765.86,0.0,0.366647961,2,30.07902778,82,100.0,47011.55,0.89197396,0.737649202,,0.0
0,0,0.0,0.0,104789.0,1,3,0,0.0,6666.13,345.21,0.044452514,0.0,0.061386442,0.0,3549.03,3117.1,3117.1,0.2,0.971850629,2,57.88958333,25,64.0,0.0,0.637251299,0.126079342,58.0,0.0
0,0,0.0,0.0,92563.0,1,5,6,0.001388381,9925.23,2936.62,0.0,0.0,0.547826096,0.0,4388.26,5536.97,5536.97,0.0,0.926667409,8,47.26166667,25,2500.68,13.78,0.547826096,0.257540641,52.0,0.0
0,0,0.0,0.0,61323.0,5,8,0,0.292612743,20990.2,0.0,0.142599953,1.375561811,0.0,0.047619048,14354.0,6326.91,6326.91,0.029268293,0.0,0,1.645277778,253,0.0,6142.0,0.676033578,0.711539997,65.0,0.0
1,0,0.0,0.0,,0,1,17,0.0,2249.11,0.0,0.0,0.0,0.0,0.0,85.48,2132.05,2132.05,0.0,0.0,0,1070.375417,6,0.0,0.0,1.0,158.395,27.0,0.0
0,0,0.0,0.0,65068.0,2,3,1,0.960733785,20396.16,0.0,0.0,1.928880134,0.0,0.0,2274.88,18121.28,18121.28,0.0,0.0,0,78.50847222,36,0.0,19595.28,0.960733785,0.70174299,72.0,0.0
0,0,0.0,0.0,66357.0,0,2,8,0.0,5064.76,0.0,0.005137463,0.0,0.0,0.0,4857.25,207.51,207.51,0.0,0.0,0,53.47625,23,0.0,0.0,0.798464291,0.14810972,53.0,0.0
0,0,0.0,0.0,,2,2,4,0.651949717,23209.52,4000.0,0.03951851,1.078446816,0.237533744,0.0,3171.27,19099.25,19099.25,0.0,1.552940561,6,122.6236111,40,1290.0,15131.44,0.651949717,0.51261411,43.0,0.0
0,0,0.0,0.0,56716.0,0,2,19,1.0,5077.9,0.0,0.0,0.97486487,0.0,0.0,1685.79,3276.62,3276.62,0.0,0.0,0,138.5566667,10,0.0,5077.9,1.0,0.112992623,58.0,0.0
0,0,0.0,0.0,,3,4,0,0.876627631,43367.49,0.0,0.0,1.282651817,0.0,0.0,13397.18,29167.09,29167.09,0.0,0.0,0,17.00833333,82,0.0,38017.14,0.876627631,0.805036077,54.0,0.0
1,0,0.0,0.0,8.0,3,5,0,0.0,19947.45,500.0,0.119932432,0.0,0.138753718,0.0,2260.6,17379.09,17379.09,0.125,1.323993077,13,89.59777778,137,2225.08,0.0,0.855089247,1402.835,26.0,1.0
0,0,0.0,0.0,29116.0,0,1,8,0.0,11.83,0.0,0.0,0.0,0.0,0.0,11.83,0.0,0.0,0.0,0.0,0,0.0,1,0.0,0.0,1.0,0.000272298,63.0,0.0
0,0,0.0,0.0,,0,1,23,0.0,1466.24,0.0,0.0,0.0,0.0,0.0,1296.73,169.51,169.51,0.0,0.0,0,340.2333333,8,0.0,0.0,0.905786229,0.0360539,31.0,0.0
0,0,0.0,0.0,,4,4,1,0.651794301,23758.83,0.0,0.0,1.334438202,0.061006711,0.0,8816.7,14168.64,14168.64,0.0,0.698401411,7,28.98541667,46,1402.26,15485.87,0.651794301,0.48418731,55.0,0.0
0,0,0.0,0.0,93706.0,2,5,0,0.151964158,26427.35,100.0,0.23639023,1.863461099,0.017400986,0.0,15184.46,10834.18,10834.18,0.076923077,0.932385733,3,21.43791667,84,352.75,4016.01,0.79592846,0.663537693,48.0,0.0
0,0,0.0,0.0,42433.0,2,5,3,0.484756899,9284.2,0.0,0.087260251,0.928063759,0.01723358,0.0,5264.12,4020.08,4020.08,0.0,0.0,1,21.48277778,90,160.0,4500.58,0.486606277,0.319428866,65.0,0.0
0,0,0.0,0.0,64037.0,2,2,0,0.37480483,8601.49,0.0,0.003931648,1.653875577,0.01627625,0.0,3810.89,4790.6,4790.6,0.0,0.606091527,2,27.99222222,25,140.0,3223.88,0.37480483,0.152088019,59.0,0.0
